,日期,locationName,當日最高溫度(°C),當日最低溫度(°C),當日平均溫度(°C)
5877,2020-04-09,"CHIAYI,嘉義",28.8,18.0,22.2
5878,2020-04-10,"CHIAYI,嘉義",29.8,17.2,23.0
5879,2020-04-11,"CHIAYI,嘉義",28.8,18.0,22.3
5880,2020-04-12,"CHIAYI,嘉義",24.4,12.4,19.3
5881,2020-04-13,"CHIAYI,嘉義",25.2,11.6,17.9
5882,2020-04-14,"CHIAYI,嘉義",26.5,13.0,19.5
5883,2020-04-15,"CHIAYI,嘉義",29.3,16.6,22.2
5884,2020-04-16,"CHIAYI,嘉義",31.1,14.0,22.1
5885,2020-04-17,"CHIAYI,嘉義",31.0,16.7,23.9
5886,2020-04-18,"CHIAYI,嘉義",33.5,19.0,26.0
5887,2020-04-19,"CHIAYI,嘉義",33.8,22.2,27.1
5888,2020-04-20,"CHIAYI,嘉義",32.4,22.7,26.6
5889,2020-04-21,"CHIAYI,嘉義",31.3,22.4,25.4
5890,2020-04-22,"CHIAYI,嘉義",28.2,20.7,23.0
5891,2020-04-23,"CHIAYI,嘉義",25.3,18.2,21.0
5892,2020-04-24,"CHIAYI,嘉義",22.3,17.5,19.6
5893,2020-04-25,"CHIAYI,嘉義",28.0,18.1,22.5
5894,2020-04-26,"CHIAYI,嘉義",28.5,20.6,23.7
5895,2020-04-27,"CHIAYI,嘉義",31.0,19.5,24.0
5896,2020-04-28,"CHIAYI,嘉義",30.4,20.2,24.6
5897,2020-04-29,"CHIAYI,嘉義",30.4,19.3,24.9
5898,2020-04-30,"CHIAYI,嘉義",32.8,19.6,25.3
5899,2020-05-01,"CHIAYI,嘉義",32.8,20.7,26.3
5900,2020-05-02,"CHIAYI,嘉義",33.1,22.3,27.4
5901,2020-05-03,"CHIAYI,嘉義",32.4,25.2,28.2
5902,2020-05-04,"CHIAYI,嘉義",34.3,24.5,28.6
5903,2020-05-05,"CHIAYI,嘉義",34.9,25.9,29.3
5904,2020-05-06,"CHIAYI,嘉義",33.3,23.6,29.3
5905,2020-05-07,"CHIAYI,嘉義",34.7,25.4,29.6
5906,2020-05-08,"CHIAYI,嘉義",35.6,24.5,29.7
5907,2020-05-09,"CHIAYI,嘉義",34.0,24.4,29.6
5908,2020-05-10,"CHIAYI,嘉義",35.3,24.9,29.3
5909,2020-05-11,"CHIAYI,嘉義",34.0,25.7,28.9
5910,2020-05-12,"CHIAYI,嘉義",31.2,23.4,26.6
5911,2020-05-13,"CHIAYI,嘉義",34.2,22.9,27.8
5912,2020-05-14,"CHIAYI,嘉義",33.7,23.7,28.3
5913,2020-05-15,"CHIAYI,嘉義",35.4,23.2,28.8
5914,2020-05-16,"CHIAYI,嘉義",35.2,23.9,27.5
5915,2020-05-17,"CHIAYI,嘉義",33.9,22.9,28.4
5916,2020-05-18,"CHIAYI,嘉義",32.8,24.2,27.9
5917,2020-05-19,"CHIAYI,嘉義",27.8,22.9,25.0
5918,2020-05-20,"CHIAYI,嘉義",30.2,23.1,25.5
5919,2020-05-21,"CHIAYI,嘉義",29.7,23.5,25.8
5920,2020-05-22,"CHIAYI,嘉義",27.9,24.7,25.8
5921,2020-05-23,"CHIAYI,嘉義",28.3,24.4,25.9
5922,2020-05-24,"CHIAYI,嘉義",33.0,24.7,27.6
5923,2020-05-25,"CHIAYI,嘉義",33.1,25.2,28.5
5924,2020-05-26,"CHIAYI,嘉義",32.7,25.7,28.3
5925,2020-05-27,"CHIAYI,嘉義",32.3,25.0,27.1
5926,2020-05-28,"CHIAYI,嘉義",32.9,25.5,27.9
5927,2020-05-29,"CHIAYI,嘉義",31.7,24.7,27.4
5928,2020-05-30,"CHIAYI,嘉義",31.8,24.1,27.7
5929,2020-05-31,"CHIAYI,嘉義",33.9,25.0,29.3
5930,2020-06-01,"CHIAYI,嘉義",34.3,25.0,29.7
5931,2020-06-02,"CHIAYI,嘉義",34.1,25.0,29.6
5932,2020-06-03,"CHIAYI,嘉義",33.7,24.7,29.6
5933,2020-06-04,"CHIAYI,嘉義",34.7,24.2,29.9
5934,2020-06-05,"CHIAYI,嘉義",34.9,24.8,30.0
5935,2020-06-06,"CHIAYI,嘉義",34.6,26.6,29.5
5936,2020-06-07,"CHIAYI,嘉義",33.4,24.5,28.3
5937,2020-06-08,"CHIAYI,嘉義",31.7,23.8,26.3
5938,2020-06-09,"CHIAYI,嘉義",32.3,23.9,27.8
5939,2020-06-10,"CHIAYI,嘉義",34.6,24.3,29.5
5940,2020-06-11,"CHIAYI,嘉義",34.7,24.9,29.4
5941,2020-06-12,"CHIAYI,嘉義",34.8,26.0,29.7
5942,2020-06-13,"CHIAYI,嘉義",35.2,26.2,28.8
5943,2020-06-14,"CHIAYI,嘉義",35.5,25.5,30.1
5944,2020-06-15,"CHIAYI,嘉義",34.9,24.3,29.3
5945,2020-06-16,"CHIAYI,嘉義",34.5,24.3,29.8
5946,2020-06-17,"CHIAYI,嘉義",34.9,23.9,29.8
5947,2020-06-18,"CHIAYI,嘉義",35.1,25.0,30.4
5948,2020-06-19,"CHIAYI,嘉義",35.2,27.5,30.8
5949,2020-06-20,"CHIAYI,嘉義",35.5,27.4,30.9
5950,2020-06-21,"CHIAYI,嘉義",34.2,27.4,30.2
5951,2020-06-22,"CHIAYI,嘉義",35.2,25.6,30.9
5952,2020-06-23,"CHIAYI,嘉義",34.7,24.8,30.5
5953,2020-06-24,"CHIAYI,嘉義",35.0,25.4,30.6
5954,2020-06-25,"CHIAYI,嘉義",35.6,28.3,31.5
5955,2020-06-26,"CHIAYI,嘉義",36.2,24.4,29.7
5956,2020-06-27,"CHIAYI,嘉義",34.8,24.6,28.5
5957,2020-06-28,"CHIAYI,嘉義",36.2,25.8,31.0
5958,2020-06-29,"CHIAYI,嘉義",35.1,27.6,31.0
5959,2020-06-30,"CHIAYI,嘉義",34.6,27.9,30.5
5960,2020-07-01,"CHIAYI,嘉義",34.5,26.5,29.6
5961,2020-07-02,"CHIAYI,嘉義",35.3,26.3,29.2
5962,2020-07-03,"CHIAYI,嘉義",35.3,25.7,29.0
5963,2020-07-04,"CHIAYI,嘉義",35.3,25.6,30.4
5964,2020-07-05,"CHIAYI,嘉義",34.6,26.3,30.6
5965,2020-07-06,"CHIAYI,嘉義",34.0,27.5,30.2
5966,2020-07-07,"CHIAYI,嘉義",34.8,27.2,30.9
5967,2020-07-08,"CHIAYI,嘉義",35.6,27.7,31.2
5968,2020-07-09,"CHIAYI,嘉義",35.3,28.7,31.3
5969,2020-07-10,"CHIAYI,嘉義",35.9,25.6,31.5
5970,2020-07-11,"CHIAYI,嘉義",36.6,26.1,31.3
5971,2020-07-12,"CHIAYI,嘉義",36.8,26.3,31.5
5972,2020-07-13,"CHIAYI,嘉義",37.2,26.4,31.4
5973,2020-07-14,"CHIAYI,嘉義",36.5,27.6,31.3
5974,2020-07-15,"CHIAYI,嘉義",32.6,27.9,29.9
5975,2020-07-16,"CHIAYI,嘉義",32.2,26.0,28.9
5976,2020-07-17,"CHIAYI,嘉義",35.2,27.6,31.0
5977,2020-07-18,"CHIAYI,嘉義",35.9,26.4,31.5
5978,2020-07-19,"CHIAYI,嘉義",36.1,28.7,31.1
5979,2020-07-20,"CHIAYI,嘉義",36.0,25.0,29.0
5980,2020-07-21,"CHIAYI,嘉義",35.4,24.2,29.3
5981,2020-07-22,"CHIAYI,嘉義",35.9,25.9,29.6
5982,2020-07-23,"CHIAYI,嘉義",35.7,26.6,29.7
5983,2020-07-24,"CHIAYI,嘉義",36.1,25.6,30.8
5984,2020-07-25,"CHIAYI,嘉義",34.6,28.0,31.0
5985,2020-07-26,"CHIAYI,嘉義",34.4,26.4,29.9
5986,2020-07-27,"CHIAYI,嘉義",35.4,25.5,30.1
5987,2020-07-28,"CHIAYI,嘉義",34.4,25.3,27.9
5988,2020-07-29,"CHIAYI,嘉義",34.8,24.4,28.0
5989,2020-07-30,"CHIAYI,嘉義",32.3,25.4,28.9
5990,2020-07-31,"CHIAYI,嘉義",34.5,25.1,29.6
5991,2020-08-01,"CHIAYI,嘉義",35.4,26.1,28.8
5992,2020-08-02,"CHIAYI,嘉義",35.0,25.2,29.0
5993,2020-08-03,"CHIAYI,嘉義",32.6,25.4,27.9
5994,2020-08-04,"CHIAYI,嘉義",31.0,25.5,27.9
5995,2020-08-05,"CHIAYI,嘉義",35.0,24.8,28.9
5996,2020-08-06,"CHIAYI,嘉義",35.9,25.5,30.0
5997,2020-08-07,"CHIAYI,嘉義",35.2,25.9,30.1
5998,2020-08-08,"CHIAYI,嘉義",35.0,26.8,30.3
5999,2020-08-09,"CHIAYI,嘉義",34.1,27.2,30.2
6000,2020-08-10,"CHIAYI,嘉義",34.7,26.3,28.6
6001,2020-08-11,"CHIAYI,嘉義",31.0,26.0,27.8
6002,2020-08-12,"CHIAYI,嘉義",33.6,25.0,27.8
6003,2020-08-13,"CHIAYI,嘉義",34.6,24.7,29.6
6004,2020-08-14,"CHIAYI,嘉義",35.0,25.0,29.6
6005,2020-08-15,"CHIAYI,嘉義",33.5,24.4,27.2
6006,2020-08-16,"CHIAYI,嘉義",33.8,24.1,27.8
6007,2020-08-17,"CHIAYI,嘉義",33.9,24.3,28.3
6008,2020-08-18,"CHIAYI,嘉義",36.2,24.5,28.4
6009,2020-08-19,"CHIAYI,嘉義",35.9,24.9,29.0
6010,2020-08-20,"CHIAYI,嘉義",34.5,25.5,28.8
6011,2020-08-21,"CHIAYI,嘉義",35.4,25.4,29.2
6012,2020-08-22,"CHIAYI,嘉義",33.7,25.5,29.3
6013,2020-08-23,"CHIAYI,嘉義",34.0,25.7,29.2
6014,2020-08-24,"CHIAYI,嘉義",35.1,26.6,30.3
6015,2020-08-25,"CHIAYI,嘉義",34.5,26.2,29.7
6016,2020-08-26,"CHIAYI,嘉義",29.7,25.5,26.9
6017,2020-08-27,"CHIAYI,嘉義",29.7,25.1,26.8
6018,2020-08-28,"CHIAYI,嘉義",33.2,26.0,28.9
6019,2020-08-29,"CHIAYI,嘉義",35.0,24.3,28.5
6020,2020-08-30,"CHIAYI,嘉義",35.2,26.1,28.7
6021,2020-08-31,"CHIAYI,嘉義",34.9,26.2,29.0
6022,2020-09-01,"CHIAYI,嘉義",34.4,24.6,29.2
6023,2020-09-02,"CHIAYI,嘉義",34.5,26.0,30.5
6024,2020-09-03,"CHIAYI,嘉義",35.3,24.5,28.7
6025,2020-09-04,"CHIAYI,嘉義",34.8,24.8,29.3
6026,2020-09-05,"CHIAYI,嘉義",34.3,24.8,29.0
6027,2020-09-06,"CHIAYI,嘉義",33.0,21.4,26.7
6028,2020-09-07,"CHIAYI,嘉義",34.8,20.4,27.6
6029,2020-09-08,"CHIAYI,嘉義",35.1,24.2,29.0
6030,2020-09-09,"CHIAYI,嘉義",35.3,25.1,28.8
6031,2020-09-10,"CHIAYI,嘉義",35.0,25.3,28.9
6032,2020-09-11,"CHIAYI,嘉義",33.5,24.5,28.7
6033,2020-09-12,"CHIAYI,嘉義",32.4,25.2,28.0
6034,2020-09-13,"CHIAYI,嘉義",35.1,25.1,29.3
6035,2020-09-14,"CHIAYI,嘉義",35.0,25.5,29.6
6036,2020-09-15,"CHIAYI,嘉義",35.6,25.2,29.5
6037,2020-09-16,"CHIAYI,嘉義",35.1,24.8,29.8
6038,2020-09-17,"CHIAYI,嘉義",35.7,25.5,29.9
6039,2020-09-18,"CHIAYI,嘉義",36.1,25.9,29.8
6040,2020-09-19,"CHIAYI,嘉義",34.8,25.5,29.6
6041,2020-09-20,"CHIAYI,嘉義",33.5,25.2,29.1
6042,2020-09-21,"CHIAYI,嘉義",34.4,25.0,28.6
6043,2020-09-22,"CHIAYI,嘉義",33.8,23.9,28.0
6044,2020-09-23,"CHIAYI,嘉義",34.1,23.5,27.9
6045,2020-09-24,"CHIAYI,嘉義",34.1,23.9,27.7
6046,2020-09-25,"CHIAYI,嘉義",31.8,24.3,26.9
6047,2020-09-26,"CHIAYI,嘉義",33.3,23.4,27.1
6048,2020-09-27,"CHIAYI,嘉義",31.9,23.1,26.3
6049,2020-09-28,"CHIAYI,嘉義",31.8,23.5,26.4
6050,2020-09-29,"CHIAYI,嘉義",33.2,23.4,27.2
6051,2020-09-30,"CHIAYI,嘉義",33.0,22.8,26.4
6052,2020-10-01,"CHIAYI,嘉義",32.6,23.1,26.8
6053,2020-10-02,"CHIAYI,嘉義",34.1,22.6,27.5
6054,2020-10-03,"CHIAYI,嘉義",34.1,23.4,28.0
6055,2020-10-04,"CHIAYI,嘉義",34.7,21.9,28.0
6056,2020-10-05,"CHIAYI,嘉義",33.3,24.3,28.1
6057,2020-10-06,"CHIAYI,嘉義",32.2,22.5,26.4
6058,2020-10-07,"CHIAYI,嘉義",31.1,21.6,25.3
6059,2020-10-08,"CHIAYI,嘉義",30.7,21.5,25.5
6060,2020-10-09,"CHIAYI,嘉義",32.3,21.4,26.0
6061,2020-10-10,"CHIAYI,嘉義",32.9,21.5,26.0
6062,2020-10-11,"CHIAYI,嘉義",33.0,21.4,26.5
6063,2020-10-12,"CHIAYI,嘉義",33.4,24.1,27.7
6064,2020-10-13,"CHIAYI,嘉義",33.0,24.7,27.7
6065,2020-10-14,"CHIAYI,嘉義",33.1,24.0,27.4
6066,2020-10-15,"CHIAYI,嘉義",33.7,24.2,27.6
6067,2020-10-16,"CHIAYI,嘉義",33.0,23.4,27.2
6068,2020-10-17,"CHIAYI,嘉義",32.1,22.5,26.3
6069,2020-10-18,"CHIAYI,嘉義",31.5,21.0,25.3
6070,2020-10-19,"CHIAYI,嘉義",32.5,20.6,25.2
6071,2020-10-20,"CHIAYI,嘉義",32.2,21.1,25.4
6072,2020-10-21,"CHIAYI,嘉義",32.0,21.5,26.3
6073,2020-10-22,"CHIAYI,嘉義",28.0,20.5,24.0
6074,2020-10-23,"CHIAYI,嘉義",25.1,19.8,21.5
6075,2020-10-24,"CHIAYI,嘉義",29.9,20.4,23.6
6076,2020-10-25,"CHIAYI,嘉義",30.6,21.0,24.9
6077,2020-10-26,"CHIAYI,嘉義",31.4,21.2,25.3
6078,2020-10-27,"CHIAYI,嘉義",32.8,21.3,25.8
6079,2020-10-28,"CHIAYI,嘉義",32.2,20.9,25.8
6080,2020-10-29,"CHIAYI,嘉義",32.0,22.1,25.5
6081,2020-10-30,"CHIAYI,嘉義",30.5,19.7,24.3
6082,2020-10-31,"CHIAYI,嘉義",30.1,19.5,23.3
6083,2020-11-01,"CHIAYI,嘉義",30.5,20.7,24.3
6084,2020-11-02,"CHIAYI,嘉義",31.2,19.2,24.4
6085,2020-11-03,"CHIAYI,嘉義",30.3,20.5,23.8
6086,2020-11-04,"CHIAYI,嘉義",29.9,18.8,23.4
6087,2020-11-05,"CHIAYI,嘉義",30.4,20.3,23.9
6088,2020-11-06,"CHIAYI,嘉義",30.3,19.1,23.8
6089,2020-11-07,"CHIAYI,嘉義",27.5,22.8,24.7
6090,2020-11-08,"CHIAYI,嘉義",25.1,19.1,21.6
6091,2020-11-09,"CHIAYI,嘉義",22.8,18.8,20.7
6092,2020-11-10,"CHIAYI,嘉義",22.5,18.6,20.2
6093,2020-11-11,"CHIAYI,嘉義",29.6,17.0,22.0
6094,2020-11-12,"CHIAYI,嘉義",28.9,17.1,22.5
6095,2020-11-13,"CHIAYI,嘉義",26.7,21.1,23.2
6096,2020-11-14,"CHIAYI,嘉義",25.0,21.1,22.3
6097,2020-11-15,"CHIAYI,嘉義",29.4,20.1,23.7
6098,2020-11-16,"CHIAYI,嘉義",30.7,21.9,24.7
6099,2020-11-17,"CHIAYI,嘉義",31.9,20.4,25.1
6100,2020-11-18,"CHIAYI,嘉義",32.2,18.4,24.4
6101,2020-11-19,"CHIAYI,嘉義",32.7,19.8,25.7
6102,2020-11-20,"CHIAYI,嘉義",33.4,22.7,26.5
6103,2020-11-21,"CHIAYI,嘉義",33.6,22.5,26.3
6104,2020-11-22,"CHIAYI,嘉義",31.8,22.7,25.8
6105,2020-11-23,"CHIAYI,嘉義",29.9,21.9,24.8
6106,2020-11-24,"CHIAYI,嘉義",30.7,19.9,24.5
6107,2020-11-25,"CHIAYI,嘉義",30.5,19.3,24.2
6108,2020-11-26,"CHIAYI,嘉義",31.2,20.6,24.9
6109,2020-11-27,"CHIAYI,嘉義",29.6,19.1,23.0
6110,2020-11-28,"CHIAYI,嘉義",28.8,18.6,22.3
6111,2020-11-29,"CHIAYI,嘉義",28.0,18.1,21.8
6112,2020-11-30,"CHIAYI,嘉義",27.0,18.1,21.1
6113,2020-12-01,"CHIAYI,嘉義",29.4,16.3,21.3
6114,2020-12-02,"CHIAYI,嘉義",28.7,17.3,21.7
6115,2020-12-03,"CHIAYI,嘉義",25.9,17.0,20.3
6116,2020-12-04,"CHIAYI,嘉義",23.4,17.6,19.6
6117,2020-12-05,"CHIAYI,嘉義",27.3,17.7,21.0
6118,2020-12-06,"CHIAYI,嘉義",28.6,15.9,21.5
6119,2020-12-07,"CHIAYI,嘉義",28.4,18.6,22.3
6120,2020-12-08,"CHIAYI,嘉義",24.8,18.3,20.5
6121,2020-12-09,"CHIAYI,嘉義",22.8,18.2,20.0
6122,2020-12-10,"CHIAYI,嘉義",26.0,19.8,22.0
6123,2020-12-11,"CHIAYI,嘉義",27.2,20.1,22.1
6124,2020-12-12,"CHIAYI,嘉義",27.6,19.3,22.2
6125,2020-12-13,"CHIAYI,嘉義",29.8,17.3,21.4
6126,2020-12-14,"CHIAYI,嘉義",24.9,15.8,19.3
6127,2020-12-15,"CHIAYI,嘉義",24.9,15.7,18.8
6128,2020-12-16,"CHIAYI,嘉義",24.3,16.5,19.3
6129,2020-12-17,"CHIAYI,嘉義",26.1,14.6,19.2
6130,2020-12-18,"CHIAYI,嘉義",27.1,13.9,19.6
6131,2020-12-19,"CHIAYI,嘉義",24.1,16.5,19.1
6132,2020-12-20,"CHIAYI,嘉義",23.3,16.4,18.8
6133,2020-12-21,"CHIAYI,嘉義",18.7,16.4,17.3
6134,2020-12-22,"CHIAYI,嘉義",26.6,14.8,19.3
6135,2020-12-23,"CHIAYI,嘉義",23.3,17.8,19.5
6136,2020-12-24,"CHIAYI,嘉義",24.2,17.4,19.7
6137,2020-12-25,"CHIAYI,嘉義",25.1,15.3,19.1
6138,2020-12-26,"CHIAYI,嘉義",26.6,13.8,19.7
6139,2020-12-27,"CHIAYI,嘉義",27.2,17.2,20.7
6140,2020-12-28,"CHIAYI,嘉義",28.8,16.8,21.3
6141,2020-12-29,"CHIAYI,嘉義",28.1,18.1,21.5
6142,2020-12-30,"CHIAYI,嘉義",19.2,11.2,15.2
6143,2020-12-31,"CHIAYI,嘉義",11.9,9.9,10.9
6144,2021-01-01,"CHIAYI,嘉義",20.1,10.2,13.7
6145,2021-01-02,"CHIAYI,嘉義",21.6,8.4,14.4
6146,2021-01-03,"CHIAYI,嘉義",24.2,7.5,15.8
6147,2021-01-04,"CHIAYI,嘉義",24.5,11.8,17.5
6148,2021-01-05,"CHIAYI,嘉義",23.7,15.1,18.3
6149,2021-01-06,"CHIAYI,嘉義",19.8,15.4,17.2
6150,2021-01-07,"CHIAYI,嘉義",17.3,10.8,14.2
6151,2021-01-08,"CHIAYI,嘉義",11.0,8.4,9.6
6152,2021-01-09,"CHIAYI,嘉義",16.5,8.6,10.8
6153,2021-01-10,"CHIAYI,嘉義",20.1,6.6,13.2
6154,2021-01-11,"CHIAYI,嘉義",16.6,9.3,13.1
6155,2021-01-12,"CHIAYI,嘉義",16.7,8.2,11.2
6156,2021-01-13,"CHIAYI,嘉義",22.7,5.8,13.3
6157,2021-01-14,"CHIAYI,嘉義",23.3,6.7,14.0
6158,2021-01-15,"CHIAYI,嘉義",24.2,8.6,15.0
6159,2021-01-16,"CHIAYI,嘉義",24.8,9.3,16.2
6160,2021-01-17,"CHIAYI,嘉義",21.0,11.5,15.0
6161,2021-01-18,"CHIAYI,嘉義",21.6,8.8,14.6
6162,2021-01-19,"CHIAYI,嘉義",23.4,9.8,16.0
6163,2021-01-20,"CHIAYI,嘉義",24.8,11.1,17.1
6164,2021-01-21,"CHIAYI,嘉義",29.6,15.7,20.4
6165,2021-01-22,"CHIAYI,嘉義",24.0,17.4,19.6
6166,2021-01-23,"CHIAYI,嘉義",25.4,15.9,19.3
6167,2021-01-24,"CHIAYI,嘉義",23.8,15.4,18.0
6168,2021-01-25,"CHIAYI,嘉義",25.2,14.5,18.7
6169,2021-01-26,"CHIAYI,嘉義",23.6,12.9,16.9
6170,2021-01-27,"CHIAYI,嘉義",24.0,14.8,17.9
6171,2021-01-28,"CHIAYI,嘉義",22.6,13.1,16.5
6172,2021-01-29,"CHIAYI,嘉義",23.1,10.6,15.6
6173,2021-01-30,"CHIAYI,嘉義",23.9,10.4,16.4
6174,2021-01-31,"CHIAYI,嘉義",24.0,11.9,16.6
6175,2021-02-01,"CHIAYI,嘉義",26.1,10.0,16.9
6176,2021-02-02,"CHIAYI,嘉義",26.5,10.6,17.6
6177,2021-02-03,"CHIAYI,嘉義",26.3,11.5,17.2
6178,2021-02-04,"CHIAYI,嘉義",25.1,12.1,17.6
6179,2021-02-05,"CHIAYI,嘉義",26.2,12.7,17.9
6180,2021-02-06,"CHIAYI,嘉義",28.4,12.7,19.0
6181,2021-02-07,"CHIAYI,嘉義",25.9,14.3,18.3
6182,2021-02-08,"CHIAYI,嘉義",26.3,14.8,18.9
6183,2021-02-09,"CHIAYI,嘉義",25.2,14.7,19.1
6184,2021-02-10,"CHIAYI,嘉義",24.2,16.4,18.8
6185,2021-02-11,"CHIAYI,嘉義",22.0,16.1,17.6
6186,2021-02-12,"CHIAYI,嘉義",22.3,16.0,18.2
6187,2021-02-13,"CHIAYI,嘉義",26.4,15.8,20.0
6188,2021-02-14,"CHIAYI,嘉義",25.4,15.9,19.2
6189,2021-02-15,"CHIAYI,嘉義",25.1,15.2,19.1
6190,2021-02-16,"CHIAYI,嘉義",26.8,16.2,20.1
6191,2021-02-17,"CHIAYI,嘉義",23.0,14.1,18.2
6192,2021-02-18,"CHIAYI,嘉義",23.0,12.8,16.5
6193,2021-02-19,"CHIAYI,嘉義",23.4,10.6,16.2
6194,2021-02-20,"CHIAYI,嘉義",23.8,10.3,16.3
6195,2021-02-21,"CHIAYI,嘉義",25.1,10.5,17.5
6196,2021-02-22,"CHIAYI,嘉義",27.7,11.7,19.4
6197,2021-02-23,"CHIAYI,嘉義",27.7,15.2,20.1
6198,2021-02-24,"CHIAYI,嘉義",25.8,18.0,20.3
6199,2021-02-25,"CHIAYI,嘉義",27.0,18.3,21.6
6200,2021-02-26,"CHIAYI,嘉義",28.5,17.7,21.5
6201,2021-02-27,"CHIAYI,嘉義",25.9,16.7,19.7
6202,2021-02-28,"CHIAYI,嘉義",26.5,15.3,20.2
6203,2021-03-01,"CHIAYI,嘉義",29.0,17.0,22.4
6204,2021-03-02,"CHIAYI,嘉義",23.6,15.9,19.8
6205,2021-03-03,"CHIAYI,嘉義",22.8,15.3,18.0
6206,2021-03-04,"CHIAYI,嘉義",27.3,15.1,20.0
6207,2021-03-05,"CHIAYI,嘉義",28.6,18.1,22.0
6208,2021-03-06,"CHIAYI,嘉義",28.6,18.0,22.0
6209,2021-03-07,"CHIAYI,嘉義",23.6,16.8,19.2
6210,2021-03-08,"CHIAYI,嘉義",25.7,16.7,19.5
6211,2021-03-09,"CHIAYI,嘉義",27.0,16.4,19.6
6212,2021-03-10,"CHIAYI,嘉義",26.9,16.0,20.3
6213,2021-03-11,"CHIAYI,嘉義",26.8,17.1,20.6
6214,2021-03-12,"CHIAYI,嘉義",29.0,16.3,21.6
6215,2021-03-13,"CHIAYI,嘉義",27.1,16.9,20.5
6216,2021-03-14,"CHIAYI,嘉義",27.3,16.0,20.5
6217,2021-03-15,"CHIAYI,嘉義",27.5,16.4,21.2
6218,2021-03-16,"CHIAYI,嘉義",30.8,17.1,23.2
6219,2021-03-17,"CHIAYI,嘉義",29.8,18.1,23.6
6220,2021-03-18,"CHIAYI,嘉義",29.2,19.1,22.7
6221,2020-03-18,"TAICHUNG,臺中",25.9,19.2,21.8
6222,2020-03-19,"TAICHUNG,臺中",26.8,19.9,22.2
6223,2020-03-20,"TAICHUNG,臺中",26.9,19.6,22.8
6224,2020-03-21,"TAICHUNG,臺中",29.2,19.5,24.2
6225,2020-03-22,"TAICHUNG,臺中",30.1,22.5,25.8
6226,2020-03-23,"TAICHUNG,臺中",29.7,21.4,24.9
6227,2020-03-24,"TAICHUNG,臺中",28.1,20.4,23.9
6228,2020-03-25,"TAICHUNG,臺中",29.9,21.3,24.7
6229,2020-03-26,"TAICHUNG,臺中",33.2,21.5,26.6
6230,2020-03-27,"TAICHUNG,臺中",32.3,23.5,26.7
6231,2020-03-28,"TAICHUNG,臺中",26.3,16.6,21.7
6232,2020-03-29,"TAICHUNG,臺中",27.5,15.9,20.6
6233,2020-03-30,"TAICHUNG,臺中",26.2,20.1,22.1
6234,2020-03-31,"TAICHUNG,臺中",30.4,20.3,24.0
6235,2020-04-01,"TAICHUNG,臺中",26.2,18.7,21.9
6236,2020-04-02,"TAICHUNG,臺中",25.6,17.8,20.6
6237,2020-04-03,"TAICHUNG,臺中",27.6,18.8,21.4
6238,2020-04-04,"TAICHUNG,臺中",24.4,18.0,20.5
6239,2020-04-05,"TAICHUNG,臺中",21.9,16.1,18.5
6240,2020-04-06,"TAICHUNG,臺中",21.3,15.8,18.2
6241,2020-04-07,"TAICHUNG,臺中",23.9,16.5,19.1
6242,2020-04-08,"TAICHUNG,臺中",26.9,15.9,20.9
6243,2020-04-09,"TAICHUNG,臺中",28.3,19.0,22.6
6244,2020-04-10,"TAICHUNG,臺中",29.8,18.3,23.8
6245,2020-04-11,"TAICHUNG,臺中",26.4,19.3,21.8
6246,2020-04-12,"TAICHUNG,臺中",22.1,15.6,18.8
6247,2020-04-13,"TAICHUNG,臺中",23.8,12.8,18.3
6248,2020-04-14,"TAICHUNG,臺中",24.7,15.1,20.2
6249,2020-04-15,"TAICHUNG,臺中",27.7,18.7,22.3
6250,2020-04-16,"TAICHUNG,臺中",29.1,16.1,22.5
6251,2020-04-17,"TAICHUNG,臺中",29.5,17.7,23.4
6252,2020-04-18,"TAICHUNG,臺中",31.1,20.6,25.7
6253,2020-04-19,"TAICHUNG,臺中",32.8,23.1,26.8
6254,2020-04-20,"TAICHUNG,臺中",31.5,24.3,26.9
6255,2020-04-21,"TAICHUNG,臺中",29.7,21.6,24.7
6256,2020-04-22,"TAICHUNG,臺中",27.9,19.2,22.3
6257,2020-04-23,"TAICHUNG,臺中",25.2,17.2,20.2
6258,2020-04-24,"TAICHUNG,臺中",19.8,16.8,18.4
6259,2020-04-25,"TAICHUNG,臺中",26.5,18.3,22.2
6260,2020-04-26,"TAICHUNG,臺中",26.7,20.2,23.3
6261,2020-04-27,"TAICHUNG,臺中",27.7,20.5,23.7
6262,2020-04-28,"TAICHUNG,臺中",30.8,20.1,24.8
6263,2020-04-29,"TAICHUNG,臺中",30.7,20.6,25.1
6264,2020-04-30,"TAICHUNG,臺中",31.8,20.4,25.9
6265,2020-05-01,"TAICHUNG,臺中",32.6,21.9,27.0
6266,2020-05-02,"TAICHUNG,臺中",32.9,24.0,27.8
6267,2020-05-03,"TAICHUNG,臺中",32.8,24.4,28.2
6268,2020-05-04,"TAICHUNG,臺中",34.7,25.4,28.7
6269,2020-05-05,"TAICHUNG,臺中",35.0,25.5,29.1
6270,2020-05-06,"TAICHUNG,臺中",34.8,26.7,29.5
6271,2020-05-07,"TAICHUNG,臺中",33.5,26.8,29.3
6272,2020-05-08,"TAICHUNG,臺中",35.5,25.2,29.6
6273,2020-05-09,"TAICHUNG,臺中",35.0,26.4,29.9
6274,2020-05-10,"TAICHUNG,臺中",36.9,26.4,29.6
